step,episode_reward,epsilon,avg_loss,best_reward,eval_reward
887080,2.0,0.15727400000000014,0.008494997850645615,9.0,1.2
887220,0.0,0.1571410000000001,0.006640423298813402,9.0,1.2
887361,0.0,0.15700705000000004,0.005942422592650271,9.0,1.2
887562,2.0,0.15681610000000012,0.00656100720865652,9.0,1.2
887810,3.0,0.15658050000000012,0.007980985435537033,9.0,1.2
887983,1.0,0.1564161500000001,0.005437587825094112,9.0,1.2
888205,2.0,0.15620525000000007,0.0074435649231808,9.0,1.2
888461,3.0,0.15596205000000007,0.005423955557489535,9.0,1.2
888691,3.0,0.15574355000000006,0.004676834103169344,9.0,1.2
888895,2.0,0.15554975000000004,0.007311764458541339,9.0,1.2
889093,2.0,0.15536165000000013,0.006362759196199477,9.0,1.2
889525,5.0,0.1549512500000001,0.006980024427455781,9.0,1.2
889722,2.0,0.15476410000000007,0.005809237118525316,9.0,1.2
889846,0.0,0.15464630000000013,0.009009422696826438,9.0,1.2
889968,0.0,0.15453040000000007,0.006071531743509695,9.0,1.2
890137,0.0,0.15436985000000003,0.006506829687697423,9.0,1.2
890363,2.0,0.15415515000000013,0.008033568228711374,9.0,1.2
890509,0.0,0.15401645000000008,0.007295845479175851,9.0,1.2
890659,1.0,0.15387395000000004,0.006216654119811751,9.0,1.2
890998,5.0,0.15355190000000007,0.007766649384489831,9.0,1.2
891364,5.0,0.15320420000000012,0.006719999138782681,9.0,1.2
891638,3.0,0.15294390000000013,0.0069975862667585416,9.0,1.2
892108,6.0,0.15249740000000012,0.0057133789787180405,9.0,1.2
892334,3.0,0.1522827000000001,0.006118059936469715,9.0,1.2
892787,7.0,0.15185235000000008,0.009462035794750648,9.0,1.2
892973,1.0,0.15167565000000005,0.007092695205194994,9.0,1.2
893198,3.0,0.15146190000000004,0.006600914351500771,9.0,1.2
893320,0.0,0.1513460000000001,0.006076256899784009,9.0,1.2
893517,2.0,0.15115885000000007,0.006812572288326919,9.0,1.2
893774,3.0,0.15091470000000007,0.007316947769140825,9.0,1.2
894043,3.0,0.15065915000000007,0.009043614406124759,9.0,1.2
894311,3.0,0.15040455000000008,0.006492591211085778,9.0,1.2
894516,2.0,0.15020980000000006,0.006234455045641345,9.0,1.2
894714,2.0,0.15002170000000004,0.007897940959082916,9.0,1.2
894911,2.0,0.14983455000000012,0.007417555404256801,9.0,1.2
895108,2.0,0.1496474000000001,0.007270540120270179,9.0,1.2
895305,2.0,0.14946025000000007,0.008855567479040474,9.0,1.2
895427,0.0,0.14934435000000013,0.005243466990456606,9.0,1.2
895549,0.0,0.14922845000000007,0.008509334154246796,9.0,1.2
895748,2.0,0.14903940000000004,0.007005589294285342,9.0,1.2
896072,4.0,0.14873160000000007,0.007273143595716927,9.0,1.2
896345,3.0,0.14847225000000008,0.007274936480562378,9.0,1.2
896650,4.0,0.1481825000000001,0.005461991573132477,9.0,1.2
896862,2.0,0.1479811000000001,0.006775532357113541,9.0,1.2
896987,0.0,0.14786235000000003,0.007802798581730214,9.0,1.2
897233,3.0,0.14762865000000014,0.006641704328132853,9.0,1.2
897430,2.0,0.14744150000000011,0.006536743599489065,9.0,1.2
897736,5.0,0.14715080000000014,0.006964778420392816,9.0,1.2
897869,0.0,0.14702445000000008,0.005486161817851312,9.0,1.2
898020,1.0,0.14688100000000004,0.007966851699166,9.0,1.2
898217,2.0,0.14669385000000013,0.0063769035402219745,9.0,1.2
898442,2.0,0.1464801000000001,0.004768930298658753,9.0,1.2
898571,0.0,0.14635755000000006,0.007037737999780802,9.0,1.2
898693,0.0,0.1462416500000001,0.005948619511459143,9.0,1.2
898891,2.0,0.1460535500000001,0.005768194134176082,9.0,1.2
899186,4.0,0.1457733000000001,0.004926996558080302,9.0,1.2
899392,2.0,0.14557760000000008,0.0069732282963563125,9.0,1.2
899589,2.0,0.14539045000000006,0.00506654242053628,9.0,1.2
899713,0.0,0.14527265000000011,0.006409848833666934,9.0,1.2
899884,1.0,0.14511020000000008,0.006707582780758717,9.0,1.2
900035,1.0,0.14496675000000003,0.007553790152183194,9.0,1.2
900173,0.0,0.1448356500000001,0.005350232975823539,9.0,1.2
900370,2.0,0.14464850000000007,0.006723247435210007,9.0,1.2
900497,0.0,0.14452785000000012,0.006630486914218636,9.0,1.2
900919,6.0,0.1441269500000001,0.007766385584892262,9.0,1.2
901069,1.0,0.14398445000000004,0.00772065588726515,9.0,1.2
901223,1.0,0.1438381500000001,0.007079377185283719,9.0,1.2
901425,2.0,0.1436462500000001,0.006057376827241159,9.0,1.2
901642,2.0,0.14344010000000007,0.00660254263655386,9.0,1.2
901899,4.0,0.14319595000000007,0.006081780289605376,9.0,1.2
902272,5.0,0.14284160000000012,0.005927858653888908,9.0,1.2
902584,3.0,0.14254520000000004,0.006069446770617595,9.0,1.2
902939,4.0,0.14220795000000008,0.006706301032649248,9.0,1.2
903184,3.0,0.14197520000000008,0.006829875202651029,9.0,1.2
903306,0.0,0.14185930000000013,0.006825573622219024,9.0,1.2
903429,0.0,0.14174245000000008,0.006167145926625498,9.0,1.2
903554,0.0,0.14162370000000013,0.008264845650222513,9.0,1.2
903851,2.0,0.14134155000000004,0.006048659262297726,9.0,1.2
904212,3.0,0.14099860000000008,0.006131221320376628,9.0,1.2
904380,1.0,0.14083900000000005,0.00981641759530508,9.0,1.2
904728,4.0,0.1405084000000001,0.00560660534217183,9.0,1.2
904929,2.0,0.14031745000000007,0.006469659274443984,9.0,1.2
905127,2.0,0.14012935000000004,0.005334084874912336,9.0,1.2
905379,2.0,0.13988995000000004,0.00719753960295329,9.0,1.2
905637,3.0,0.13964485000000004,0.006376942496102017,9.0,1.2
905941,4.0,0.13935605000000006,0.006890073703528431,9.0,1.2
906138,2.0,0.13916890000000004,0.006845553802345328,9.0,1.2
906353,3.0,0.13896465000000013,0.005812722538528895,9.0,1.2
906475,0.0,0.13884875000000008,0.006519679207121954,9.0,1.2
906645,1.0,0.13868725000000004,0.0059772009100375134,9.0,1.2
906893,3.0,0.13845165000000004,0.007860518745972865,9.0,1.2
907090,2.0,0.13826450000000012,0.007819359338063062,9.0,1.2
907336,3.0,0.13803080000000012,0.0074381885504289,9.0,1.2
907581,3.0,0.13779805000000012,0.007913338916090827,9.0,1.2
907778,2.0,0.1376109000000001,0.006358242061521325,9.0,1.2
907956,1.0,0.13744180000000006,0.0063305085376751695,9.0,1.2
908181,3.0,0.13722805000000005,0.007800232447487743,9.0,1.2
908349,1.0,0.13706845000000012,0.005067351554143464,9.0,1.2
908471,0.0,0.13695255000000006,0.007112078814922522,9.0,1.2
908593,0.0,0.13683665000000012,0.007395551585021519,9.0,1.2
908810,2.0,0.1366305000000001,0.006485445748290254,9.0,1.2
909007,2.0,0.13644335000000007,0.0061387118303730176,9.0,1.2
909204,2.0,0.13625620000000005,0.006481932813529761,9.0,1.2
909401,2.0,0.13606905000000014,0.006101019708439708,9.0,1.2
909598,2.0,0.1358819000000001,0.006725500059808243,9.0,1.2
909748,1.0,0.13573940000000007,0.005911260635617214,9.0,1.2
909874,0.0,0.13561970000000012,0.005957052380836103,9.0,1.2
910071,2.0,0.1354325500000001,0.00774077463619487,9.0,1.2
910401,4.0,0.13511905000000013,0.006924395765043257,9.0,1.2
910798,5.0,0.13474190000000008,0.0061177133295609795,9.0,1.2
911004,2.0,0.13454620000000006,0.006508993877408405,9.0,1.2
911177,1.0,0.13438185000000014,0.005101102269360457,9.0,1.2
911375,2.0,0.1341937500000001,0.006679393519761459,9.0,1.2
911572,2.0,0.1340066000000001,0.007511339794217172,9.0,1.2
911700,0.0,0.13388500000000014,0.007337104852922494,9.0,1.2
911945,3.0,0.13365225000000014,0.004370945105854902,9.0,1.2
912142,2.0,0.13346510000000011,0.007671503808672483,9.0,1.2
912339,2.0,0.1332779500000001,0.005203797282384974,9.0,1.2
912538,2.0,0.13308890000000007,0.006261889886809513,9.0,1.2
912871,4.0,0.1327725500000001,0.006692735868203173,9.0,1.2
913174,4.0,0.13248470000000012,0.006812374372537689,9.0,1.2
913371,2.0,0.1322975500000001,0.005372332354380312,9.0,1.2
913616,3.0,0.1320648000000001,0.004547279011305483,9.0,1.2
913843,3.0,0.13184915000000008,0.008536673044753178,9.0,1.2
914041,2.0,0.13166105000000006,0.0066119957179762425,9.0,1.2
914238,2.0,0.13147390000000003,0.0068746611086309565,9.0,1.2
914366,0.0,0.1313523000000001,0.00749011699372204,9.0,1.2
914563,2.0,0.13116515000000006,0.006265749556145498,9.0,1.2
914760,2.0,0.13097800000000004,0.006297491435009074,9.0,1.2
915059,4.0,0.13069395000000006,0.005573834114087125,9.0,1.2
915256,2.0,0.13050680000000003,0.005769967236936244,9.0,1.2
915453,2.0,0.13031965000000012,0.006448919223621488,9.0,1.2
915727,3.0,0.13005935000000013,0.006075520843510544,9.0,1.2
915943,2.0,0.1298541500000001,0.0061602019640203155,9.0,1.2
916112,1.0,0.12969360000000008,0.0072415290716370305,9.0,1.2
916407,4.0,0.1294133500000001,0.008043706916568399,9.0,1.2
916557,1.0,0.12927085000000005,0.006716491096947146,9.0,1.2
916818,3.0,0.12902290000000005,0.006450730220128137,9.0,1.2
917101,4.0,0.12875405000000006,0.005840501159390199,9.0,1.2
917310,2.0,0.12855550000000004,0.006208552458981733,9.0,1.2
917507,2.0,0.12836835000000013,0.00605191130723272,9.0,1.2
917732,3.0,0.12815460000000012,0.005315046763696175,9.0,1.2
918029,4.0,0.12787245000000014,0.00713060028385371,9.0,1.2
918233,2.0,0.12767865000000012,0.006683213088442297,9.0,1.2
918451,2.0,0.1274715500000001,0.008026607382042264,9.0,1.2
918573,0.0,0.12735565000000004,0.009078117921167323,9.0,1.2
918783,2.0,0.12715615000000013,0.005429613166667808,9.0,1.2
919030,3.0,0.12692150000000013,0.006493497356366847,9.0,1.2
919180,1.0,0.12677900000000009,0.006554788271141415,9.0,1.2
919403,2.0,0.12656715000000007,0.006299068070282894,9.0,1.2
919601,2.0,0.12637905000000005,0.0078124129772186275,9.0,1.2
919941,5.0,0.12605605000000009,0.006650357663302737,9.0,1.2
920138,2.0,0.12586890000000006,0.004599558343939787,9.0,1.2
920335,2.0,0.12568175000000004,0.006944267846624918,9.0,1.2
920486,1.0,0.1255383000000001,0.006852857197181469,9.0,1.2
920761,3.0,0.1252770500000001,0.007163460853178918,9.0,1.2
921006,3.0,0.1250443000000001,0.005096524249624888,9.0,1.2
921208,2.0,0.12485240000000009,0.0041633957088924945,9.0,1.2
921405,2.0,0.12466525000000006,0.008777419805992394,9.0,1.2
921617,2.0,0.12446385000000004,0.005711502544933332,9.0,1.2
921863,3.0,0.12423015000000004,0.007154410949251691,9.0,1.2
922042,2.0,0.12406010000000012,0.005501682105629394,9.0,1.2
922269,3.0,0.1238444500000001,0.006546034228481483,9.0,1.2
922469,2.0,0.12365445000000008,0.006280596361029893,9.0,1.2
922717,3.0,0.12341885000000008,0.006998973436683657,9.0,1.2
922915,2.0,0.12323075000000006,0.00553248160784798,9.0,1.2
923037,0.0,0.12311485000000011,0.004936259099087047,9.0,1.2
923305,3.0,0.12286025000000012,0.006508877495679059,9.0,1.2
923502,2.0,0.12267310000000009,0.007644137750113649,9.0,1.2
923755,3.0,0.12243275000000009,0.007724839064943057,9.0,1.2
924050,4.0,0.12215250000000011,0.005339523421826999,9.0,1.2
924297,3.0,0.1219178500000001,0.005379545145608004,9.0,1.2
924496,2.0,0.12172880000000008,0.0070257974855069604,9.0,1.2
924826,4.0,0.12141530000000011,0.008257900743397424,9.0,1.2
925024,2.0,0.12122720000000009,0.006356186152682925,9.0,1.2
925146,0.0,0.12111130000000014,0.00777472997264516,9.0,1.2
925344,2.0,0.12092320000000012,0.007175503550477478,9.0,1.2
925466,0.0,0.12080730000000006,0.008723538383961685,9.0,1.2
925628,1.0,0.12065340000000013,0.00595734991657082,9.0,1.2
925835,2.0,0.12045675000000011,0.008518099334861081,9.0,1.2
926078,3.0,0.12022590000000011,0.006603134799840264,9.0,1.2
926346,3.0,0.11997130000000011,0.007009355486857135,9.0,1.2
926543,2.0,0.11978415000000009,0.00494334112368144,9.0,1.2
926740,2.0,0.11959700000000006,0.005731624182864872,9.0,1.2
926922,2.0,0.11942410000000014,0.006551208738845004,9.0,1.2
927136,2.0,0.11922080000000013,0.006193196785390236,9.0,1.2
927333,2.0,0.1190336500000001,0.006851818701252341,9.0,1.2
927455,0.0,0.11891775000000004,0.00674979998730123,9.0,1.2
927652,2.0,0.11873060000000013,0.005159917287528515,9.0,1.2
927947,4.0,0.11845035000000004,0.0060949337092933015,9.0,1.2
928069,0.0,0.11833445000000009,0.005645571976915122,9.0,1.2
928266,2.0,0.11814730000000007,0.005703116825316101,9.0,1.2
928511,3.0,0.11791455000000006,0.007588900371882148,9.0,1.2
928708,2.0,0.11772740000000004,0.007325535444115117,9.0,1.2
928905,2.0,0.11754025000000012,0.00600221220171079,9.0,1.2
929045,0.0,0.11740725000000007,0.0093536524434707,9.0,1.2
929242,2.0,0.11722010000000005,0.006982906343776504,9.0,1.2
929461,2.0,0.11701205000000003,0.006350491762118922,9.0,1.2
929633,1.0,0.11684865000000011,0.0072611538492966185,9.0,1.2
929783,1.0,0.11670615000000006,0.01146836712880916,9.0,1.2
930095,4.0,0.11640975000000009,0.009391803885451876,9.0,1.2
930217,0.0,0.11629385000000014,0.007585758471020287,9.0,1.2
930353,0.0,0.11616465000000009,0.008822353803278768,9.0,1.2
930734,5.0,0.11580270000000004,0.007189960157694786,9.0,1.2
930857,0.0,0.11568585000000009,0.0058269309435760785,9.0,1.2
931054,2.0,0.11549870000000007,0.0067157985770846815,9.0,1.2
931177,0.0,0.11538185000000012,0.0078019434811487315,9.0,1.2
931445,4.0,0.11512725000000013,0.007303941367652768,9.0,1.2
931647,2.0,0.1149353500000001,0.005343238224741071,9.0,1.2
931844,2.0,0.11474820000000008,0.005362180802895099,9.0,1.2
932089,2.0,0.11451545000000007,0.008554002696332792,9.0,1.2
932295,2.0,0.11431975000000005,0.004932959545768944,9.0,1.2
932496,2.0,0.11412880000000014,0.006171267941826954,9.0,1.2
932749,3.0,0.11388845000000014,0.005309761917487776,9.0,1.2
933021,3.0,0.11363005000000004,0.005059758917709319,9.0,1.2
933266,3.0,0.11339730000000003,0.0057761023244744195,9.0,1.2
933509,3.0,0.11316645000000014,0.006467345445493206,9.0,1.2
933706,2.0,0.11297930000000012,0.006962555959554655,9.0,1.2
933903,2.0,0.11279215000000009,0.006021906415057577,9.0,1.2
934153,3.0,0.11255465000000009,0.006084527391644698,9.0,1.2
934350,2.0,0.11236750000000006,0.005409677308622976,9.0,1.2
934547,2.0,0.11218035000000004,0.005566857477212895,9.0,1.2
934744,2.0,0.11199320000000013,0.00684978015012849,9.0,1.2
934866,0.0,0.11187730000000007,0.0059954540976773826,9.0,1.2
935091,3.0,0.11166355000000006,0.00594646753701714,9.0,1.2
935336,3.0,0.11143080000000005,0.007777437497098304,9.0,1.2
935459,0.0,0.1113139500000001,0.008245650318361098,9.0,1.2
935713,3.0,0.1110726500000001,0.007019763845164562,9.0,1.2
935985,3.0,0.11081425000000011,0.007144952018279582,9.0,1.2
936182,2.0,0.11062710000000009,0.007260154761678102,9.0,1.2
936305,0.0,0.11051025000000014,0.004569733541669144,9.0,1.2
936427,0.0,0.11039435000000009,0.00581019859528169,9.0,1.2
936707,3.0,0.1101283500000001,0.00643494664525081,9.0,1.2
936952,3.0,0.1098956000000001,0.006382179253765183,9.0,1.2
937197,3.0,0.10966285000000009,0.008178868216477455,9.0,1.2
937442,3.0,0.10943010000000009,0.0065371857051447525,9.0,1.2
937691,2.0,0.10919355000000008,0.00832491114100952,9.0,1.2
937986,4.0,0.1089133000000001,0.006184541960121007,9.0,1.2
938348,5.0,0.10856940000000004,0.006567820305159937,9.0,1.2
938476,0.0,0.1084478000000001,0.007687193021411076,9.0,1.2
938685,2.0,0.10824925000000007,0.005625454730898986,9.0,1.2
938894,2.0,0.10805070000000006,0.006583724703747206,9.0,1.2
939091,2.0,0.10786355000000014,0.008456325464957982,9.0,1.2
939284,1.0,0.10768020000000011,0.00914873371948488,9.0,1.2
939407,0.0,0.10756335000000006,0.006282948680417312,9.0,1.2
939633,2.0,0.10734865000000005,0.007043687663482208,9.0,1.2
939878,3.0,0.10711590000000004,0.006468072901937927,9.0,1.2
940178,4.0,0.10683090000000006,0.006765421262631814,9.0,1.2
940384,2.0,0.10663520000000004,0.0068548075996302795,9.0,1.2
940597,2.0,0.10643285000000013,0.005657157106152563,9.0,1.2
940794,2.0,0.10624570000000011,0.005456155947675663,9.0,1.2
940992,2.0,0.10605760000000009,0.008004964165370531,9.0,1.2
941238,3.0,0.10582390000000008,0.007552496655168192,9.0,1.2
941435,2.0,0.10563675000000006,0.009961940051170484,9.0,1.2
941588,1.0,0.10549140000000012,0.006845957311605544,9.0,1.2
941842,3.0,0.10525010000000012,0.006658988279014011,9.0,1.2
941993,1.0,0.10510665000000008,0.007828457973358271,9.0,1.2
942190,2.0,0.10491950000000005,0.007189730683588708,9.0,1.2
942387,2.0,0.10473235000000014,0.006221231907054934,9.0,1.2
942570,2.0,0.10455850000000011,0.008521166002458853,9.0,1.2
942826,3.0,0.10431530000000011,0.0071348266101267654,9.0,1.2
942981,1.0,0.10416805000000007,0.008579872030681238,9.0,1.2
943181,2.0,0.10397805000000004,0.007374742259271443,9.0,1.2
943309,0.0,0.1038564500000001,0.006527349334646715,9.0,1.2
943550,2.0,0.1036275000000001,0.006068788272871947,9.0,1.2
943795,3.0,0.10339475000000009,0.00646565336787493,9.0,1.2
943992,2.0,0.10320760000000007,0.008307440144637105,9.0,1.2
944189,2.0,0.10302045000000004,0.006368382989894599,9.0,1.2
944473,2.0,0.10275065000000005,0.0065937494337689915,9.0,1.2
944744,2.0,0.10249320000000006,0.005757401445394021,9.0,1.2
944942,2.0,0.10230510000000004,0.0056506435410119595,9.0,1.2
945139,2.0,0.10211795000000012,0.004667468973654037,9.0,1.2
945336,2.0,0.1019308000000001,0.00610893143089108,9.0,1.2
945535,2.0,0.10174175000000008,0.007632016681600362,9.0,1.2
945732,2.0,0.10155460000000005,0.004925961874672497,9.0,1.2
945855,0.0,0.1014377500000001,0.005131894425909606,9.0,1.2
946052,2.0,0.10125060000000008,0.007005654356195306,9.0,1.2
946237,2.0,0.10107485000000005,0.006868624148216654,9.0,1.2
946434,2.0,0.10088770000000014,0.005581957387870976,9.0,1.2
946557,0.0,0.10077085000000008,0.007786458846361887,9.0,1.2
946679,0.0,0.10065495000000013,0.009516240016091615,9.0,1.2
946876,2.0,0.10046780000000011,0.007353791313683044,9.0,1.2
947073,2.0,0.10028065000000008,0.006701424461789429,9.0,1.2
947434,5.0,0.09993770000000013,0.006434070854447782,9.0,1.2
947566,0.0,0.09981230000000008,0.009198257840718285,9.0,1.2
947688,0.0,0.09969640000000013,0.0065783900014745695,9.0,1.2
947871,2.0,0.0995225500000001,0.00768458895618096,9.0,1.2
948106,2.0,0.09929930000000009,0.005839265831667236,9.0,1.2
948338,2.0,0.09907890000000008,0.008191835428266946,9.0,1.2
948461,0.0,0.09896205000000013,0.008071744408939154,9.0,1.2
948611,1.0,0.09881955000000009,0.007177506397302086,9.0,1.2
948876,4.0,0.0985678000000001,0.006393129401134722,9.0,1.2
948998,0.0,0.09845190000000004,0.006422547578451133,9.0,1.2
949312,5.0,0.09815360000000006,0.00576195890048089,9.0,1.2
949509,2.0,0.09796645000000004,0.006012291534570977,9.0,1.2
949752,3.0,0.09773560000000014,0.004902862196710582,9.0,1.2
949951,2.0,0.09754655000000012,0.004494737203931436,9.0,1.2
950196,3.0,0.09731380000000012,0.005312436912972175,9.0,1.2
950393,2.0,0.09712665000000009,0.005196824570884928,9.0,1.2
950515,0.0,0.09701075000000015,0.005314183530087272,9.0,1.2
950712,2.0,0.09682360000000012,0.006842727009064461,9.0,1.2
950957,3.0,0.09659085000000012,0.006971501718996273,9.0,1.2
951126,1.0,0.09643030000000008,0.005911763160145797,9.0,1.2
951373,3.0,0.09619565000000008,0.006470872408470079,9.0,1.2
951728,5.0,0.09585840000000012,0.006160574764759407,9.0,1.2
951973,3.0,0.09562565000000012,0.006414905797892941,9.0,1.2
952170,2.0,0.09543850000000009,0.007950376804765999,9.0,1.2
952367,2.0,0.09525135000000007,0.007177147277801925,9.0,1.2
952613,3.0,0.09501765000000006,0.006996404295111255,9.0,1.2
952810,2.0,0.09483050000000004,0.0054180877596824144,9.0,1.2
952932,0.0,0.0947146000000001,0.006769339868333191,9.0,1.2
953129,2.0,0.09452745000000007,0.005618248754180968,9.0,1.2
953477,5.0,0.09419685000000011,0.005999526170205496,9.0,1.2
953674,2.0,0.09400970000000008,0.0068057774820327,9.0,1.2
953899,3.0,0.09379595000000007,0.005772836570810925,9.0,1.2
954096,2.0,0.09360880000000005,0.0065329780027612435,9.0,1.2
954293,2.0,0.09342165000000013,0.005774772323202342,9.0,1.2
954490,2.0,0.09323450000000011,0.0063573257398924655,9.0,1.2
954755,4.0,0.09298275000000011,0.006819119482922058,9.0,1.2
954953,2.0,0.09279465000000009,0.0053129379521124065,9.0,1.2
955150,2.0,0.09260750000000006,0.006981666988636158,9.0,1.2
955347,2.0,0.09242035000000004,0.005852634341417983,9.0,1.2
955544,2.0,0.09223320000000013,0.0052782726017948315,9.0,1.2
955927,5.0,0.09186935000000007,0.0067023818907424966,9.0,1.2
956172,3.0,0.09163660000000007,0.007551442322199096,9.0,1.2
956449,4.0,0.09137345000000008,0.006988257083243557,9.0,1.2
956656,2.0,0.09117680000000006,0.006725579198888119,9.0,1.2
956997,3.0,0.0908528500000001,0.0055879782377688085,9.0,1.2
957194,2.0,0.09066570000000007,0.00515414939299986,9.0,1.2
957419,3.0,0.09045195000000006,0.005607180698591817,9.0,1.2
957616,2.0,0.09026480000000014,0.004751290798149243,9.0,1.2
957813,2.0,0.09007765000000012,0.007463877385016531,9.0,1.2
957935,0.0,0.08996175000000006,0.005171541000405947,9.0,1.2
958150,2.0,0.08975750000000005,0.005650647777926039,9.0,1.2
958406,3.0,0.08951430000000005,0.004359599869530939,9.0,1.2
958664,4.0,0.08926920000000005,0.005581308556429576,9.0,1.2
959025,4.0,0.0889262500000001,0.006792970632387141,9.0,1.2
959222,2.0,0.08873910000000007,0.004665642992203713,9.0,1.2
959373,1.0,0.08859565000000014,0.005843569242738579,9.0,1.2
959570,2.0,0.08840850000000011,0.0045646516278348105,9.0,1.2
959767,2.0,0.08822135000000009,0.006438011087344161,9.0,1.2
959964,2.0,0.08803420000000006,0.007670199366676032,9.0,1.2
960161,2.0,0.08784705000000004,0.0063319243653677405,9.0,1.2
960432,3.0,0.08758960000000005,0.007477775674813719,9.0,1.2
960629,2.0,0.08740245000000013,0.004989931280724704,9.0,1.2
960937,3.0,0.08710985000000004,0.0057087362488405175,9.0,1.2
961059,0.0,0.0869939500000001,0.0057123223785310985,9.0,1.2
961242,2.0,0.08682010000000007,0.0069509774481918175,9.0,1.2
961439,2.0,0.08663295000000004,0.007555535474164906,9.0,1.2
961684,3.0,0.08640020000000004,0.0058965316427810515,9.0,1.2
961881,2.0,0.08621305000000012,0.006973353093490005,9.0,1.2
962033,1.0,0.08606865000000008,0.005979970829732912,9.0,1.2
962291,4.0,0.08582355000000008,0.007618064963025972,9.0,1.2
962488,2.0,0.08563640000000006,0.00709763069741656,9.0,1.2
962715,3.0,0.08542075000000005,0.006717587896753429,9.0,1.2
962838,0.0,0.0853039000000001,0.006027261625164219,9.0,1.2
963086,3.0,0.0850683000000001,0.0067955575059092934,9.0,1.2
963263,1.0,0.08490015000000006,0.006704199725804342,9.0,1.2
963500,2.0,0.08467500000000006,0.006380985147651222,9.0,1.2
963697,2.0,0.08448785000000014,0.005258637623628601,9.0,1.2
963819,0.0,0.08437195000000008,0.006361570096729944,9.0,1.2
964016,2.0,0.08418480000000006,0.005859506575447716,9.0,1.2
964139,0.0,0.08406795000000011,0.007110802928030851,9.0,1.2
964336,2.0,0.08388080000000009,0.009309408005460032,9.0,1.2
964497,1.0,0.08372785000000005,0.008564885816445983,9.0,1.2
964907,5.0,0.08333835000000012,0.0062963654008675735,9.0,1.2
965104,2.0,0.08315120000000009,0.007907302905235211,9.0,1.2
965301,2.0,0.08296405000000007,0.006590843556914479,9.0,1.2
965526,3.0,0.08275030000000005,0.007353577830404642,9.0,1.2
965775,3.0,0.08251375000000005,0.0076133150742539474,9.0,1.2
965972,2.0,0.08232660000000014,0.006810769591984168,9.0,1.2
966177,2.0,0.08213185000000012,0.006232604182934245,9.0,1.2
966422,3.0,0.08189910000000011,0.0062338002026081085,9.0,1.2
966635,2.0,0.0816967500000001,0.005962778519803904,9.0,1.2
966758,0.0,0.08157990000000004,0.0049663819072227324,9.0,1.2
966951,1.0,0.08139655000000012,0.006957564801268745,9.0,1.2
967162,2.0,0.0811961000000001,0.005396484912434628,9.0,1.2
967439,4.0,0.08093295000000011,0.006394395431793848,9.0,1.2
967636,2.0,0.08074580000000009,0.00584100115787694,9.0,1.2
967834,2.0,0.08055770000000007,0.006679867305792868,9.0,1.2
968037,2.0,0.08036485000000004,0.0068261942474682836,9.0,1.2
968234,2.0,0.08017770000000013,0.005434161410857068,9.0,1.2
968565,5.0,0.07986325000000005,0.006607017601862639,9.0,1.2
968762,2.0,0.07967610000000014,0.0055536226754323865,9.0,1.2
968959,2.0,0.07948895000000011,0.0069568261399637074,9.0,1.2
969109,1.0,0.07934645000000007,0.006041871386849762,9.0,1.2
969354,3.0,0.07911370000000006,0.004828974971982849,9.0,1.2
969603,3.0,0.07887715000000006,0.005850265266358732,9.0,1.2
969849,3.0,0.07864345000000006,0.006280692954239766,9.0,1.2
969971,0.0,0.07852755000000011,0.005127305754770836,9.0,1.2
970168,2.0,0.07834040000000009,0.005038448071287831,9.0,1.2
970365,2.0,0.07815325000000006,0.006663509381469339,9.0,1.2
970562,2.0,0.07796610000000004,0.005506812830037456,9.0,1.2
970866,4.0,0.07767730000000006,0.004862748586578834,9.0,1.2
971172,4.0,0.07738660000000008,0.005064998175887587,9.0,1.2
971521,5.0,0.07705505000000012,0.005924958878577771,9.0,1.2
971643,0.0,0.07693915000000007,0.005997329981376727,9.0,1.2
971888,3.0,0.07670640000000006,0.005708447259614152,9.0,1.2
972121,2.0,0.07648505000000005,0.005613622393743214,9.0,1.2
972389,3.0,0.07623045000000006,0.005757998362350375,9.0,1.2
972593,2.0,0.07603665000000004,0.008293135408951225,9.0,1.2
972801,2.0,0.07583905000000013,0.007439016126087294,9.0,1.2
972998,2.0,0.0756519000000001,0.0058112878053049955,9.0,1.2
973243,3.0,0.0754191500000001,0.0052205402991871855,9.0,1.2
973543,4.0,0.07513415000000012,0.005614809921632211,9.0,1.2
973788,3.0,0.07490140000000012,0.006412427086138823,9.0,1.2
974034,3.0,0.07466770000000011,0.004057719240776233,9.0,1.2
974231,2.0,0.07448055000000009,0.005414995445622777,9.0,1.2
974433,2.0,0.07428865000000007,0.006181801365706704,9.0,1.2
974630,2.0,0.07410150000000004,0.006722873881012581,9.0,1.2
974827,2.0,0.07391435000000013,0.005565215251408517,9.0,1.2
975093,3.0,0.07366165000000013,0.006502816321522887,9.0,1.2
975338,3.0,0.07342890000000013,0.0061608536548714045,9.0,1.2
975589,3.0,0.07319045000000013,0.005234410349715737,9.0,1.2
975786,2.0,0.0730033000000001,0.00494972069519667,9.0,1.2
975983,2.0,0.07281615000000008,0.005914209215730733,9.0,1.2
976180,2.0,0.07262900000000005,0.0066795504096021155,9.0,1.2
976377,2.0,0.07244185000000014,0.006522546441992745,9.0,1.2
976622,3.0,0.07220910000000014,0.006527783548589185,9.0,1.2
976869,3.0,0.07197445000000013,0.007448697155679486,9.0,1.2
977112,3.0,0.07174360000000013,0.005006374019042899,9.0,1.2
