step,episode_reward,epsilon,avg_loss,best_reward,eval_reward
24225,1.0,0.9769862500000001,0,7.0,0
24442,2.0,0.9767801,0,7.0,0
24568,0.0,0.9766604,0,7.0,0
24856,4.0,0.9763868,0,7.0,0
24988,0.0,0.9762614000000001,0,7.0,0
25122,0.0,0.9761341,0,7.0,0
25306,1.0,0.9759593,0,7.0,0
25455,0.0,0.97581775,0,7.0,0
25631,1.0,0.97565055,0,7.0,0
25837,2.0,0.97545485,0,7.0,0
25986,0.0,0.9753133,0,7.0,0
26123,0.0,0.97518315,0,7.0,0
26260,0.0,0.975053,0,7.0,0
26645,6.0,0.97468725,0,7.0,0
26830,1.0,0.9745115,0,7.0,0
26969,0.0,0.97437945,0,7.0,0
27109,0.0,0.97424645,0,7.0,0
27254,0.0,0.9741087,0,7.0,0
27391,0.0,0.97397855,0,7.0,0
27533,0.0,0.97384365,0,7.0,0
27677,0.0,0.97370685,0,7.0,0
28030,5.0,0.9733715000000001,0,7.0,0
28162,0.0,0.9732461,0,7.0,0
28301,0.0,0.97311405,0,7.0,0
28475,1.0,0.97294875,0,7.0,0
28807,5.0,0.97263335,0,7.0,0
28945,0.0,0.97250225,0,7.0,0
29100,1.0,0.972355,0,7.0,0
29240,0.0,0.972222,0,7.0,0
29438,1.0,0.9720339,0,7.0,0
29658,2.0,0.9718249,0,7.0,0
29919,3.0,0.97157695,0,7.0,0
30251,4.0,0.97126155,0,7.0,0
30389,0.0,0.97113045,0,7.0,0
30623,3.0,0.97090815,0,7.0,0
30817,1.0,0.97072385,0,7.0,0
30970,0.0,0.9705785,0,7.0,0
31115,0.0,0.97044075,0,7.0,0
31270,1.0,0.9702935,0,7.0,0
31420,0.0,0.970151,0,7.0,0
31551,0.0,0.97002655,0,7.0,0
31773,2.0,0.96981565,0,7.0,0
31965,2.0,0.96963325,0,7.0,0
32100,0.0,0.969505,0.007060969142912654,7.0,0
32393,4.0,0.96922665,0.00603786979958558,7.0,0
32525,0.0,0.96910125,0.004760437915537654,7.0,0
32663,0.0,0.96897015,0.01111090593103119,7.0,0
32848,1.0,0.9687944,0.007625571385529917,7.0,0
32988,0.0,0.9686614,0.007284455400070199,7.0,0
33200,2.0,0.96846,0.004775174607192519,7.0,0
33401,2.0,0.96826905,0.004351318345671269,7.0,0
33638,3.0,0.9680439,0.005930779498026761,7.0,0
33813,1.0,0.96787765,0.008066263552564124,7.0,0
33939,0.0,0.96775795,0.009372936533054599,7.0,0
34123,2.0,0.9675831500000001,0.011935430526769462,7.0,0
34349,2.0,0.96736845,0.008161033892655834,7.0,0
34484,0.0,0.9672402,0.008377117135461793,7.0,0
34667,1.0,0.96706635,0.005647270248079187,7.0,0
34797,0.0,0.96694285,0.0075682568722461865,7.0,0
35004,2.0,0.9667462,0.009837283755212626,7.0,0
35220,2.0,0.966541,0.008413622555255844,7.0,0
35638,6.0,0.9661439,0.017671511240803826,7.0,0
35815,1.0,0.96597575,0.036005216167144354,7.0,0
36226,6.0,0.9655853,0.020658117364591905,7.0,0
36363,0.0,0.96545515,0.012335924465065439,7.0,0
36640,4.0,0.965192,0.019405579425253654,7.0,0
36826,2.0,0.9650153,0.02229856558582508,7.0,0
36959,0.0,0.96488895,0.02478958525634053,7.0,0
37094,0.0,0.9647607,0.01789094461887811,7.0,0
37261,1.0,0.96460205,0.02166029594133891,7.0,0
37395,0.0,0.96447475,0.008655418051300027,7.0,0
37578,1.0,0.9643009,0.01723050751072309,7.0,0
37713,0.0,0.96417265,0.02208723409464309,7.0,0
37854,0.0,0.9640387,0.01318947582497328,7.0,0
38046,2.0,0.9638563,0.037865340054698514,7.0,0
38172,0.0,0.9637366,0.06025767493232589,7.0,0
38403,3.0,0.96351715,0.05055226093125008,7.0,0
38585,2.0,0.96334425,0.04877559181414139,7.0,0
38767,2.0,0.96317135,0.035292534262084195,7.0,0
39035,3.0,0.96291675,0.033277618569763266,7.0,0
39212,1.0,0.9627486,0.04292302663750227,7.0,0
39378,0.0,0.9625909,0.06382425537733416,7.0,0
39696,4.0,0.9622888,0.029772174253133627,7.0,0
39948,3.0,0.9620494,0.029986753159420683,7.0,0
40179,2.0,0.96182995,0.026449937229135058,7.0,0
40372,2.0,0.9616466,0.04206925532525929,7.0,0
40599,2.0,0.96143095,0.046347727230903205,7.0,0
40724,0.0,0.9613122000000001,0.05170977238242725,7.0,0
40903,1.0,0.96114215,0.05837906676008263,7.0,0
41185,3.0,0.96087425,0.02515678064103245,7.0,0
41420,3.0,0.960651,0.02550871218283709,7.0,0
41543,0.0,0.96053415,0.04399812258939604,7.0,0
41726,2.0,0.9603603000000001,0.03127533458198583,7.0,0
41890,1.0,0.9602045,0.01684961436117968,7.0,0
42047,1.0,0.96005535,0.019127883873573948,7.0,0
42354,4.0,0.9597637,0.020494668294245517,7.0,0
42613,3.0,0.95951765,0.025474560449723727,7.0,0
42823,2.0,0.95931815,0.019330503034955024,7.0,0
42958,0.0,0.9591899,0.03210389322596123,7.0,0
43103,0.0,0.95905215,0.026899529079956765,7.0,0
43256,1.0,0.9589068000000001,0.052550949088503045,7.0,0
43511,3.0,0.95866455,0.03920498479192247,7.0,0
43644,0.0,0.9585382,0.038205239308863936,7.0,0
43866,2.0,0.9583273,0.042187207364674705,7.0,0
44009,0.0,0.9581914500000001,0.05075114800032073,7.0,0
44147,0.0,0.95806035,0.026762103708974524,7.0,0
44332,1.0,0.9578846,0.04048393202158521,7.0,0
44468,0.0,0.9577554,0.046317990835899873,7.0,0
44624,1.0,0.9576072,0.029673358534823936,7.0,0
44776,0.0,0.9574628000000001,0.042658249528597626,7.0,0
45074,4.0,0.9571797,0.034501345600680605,7.0,0
45284,2.0,0.9569802000000001,0.016657133325749713,7.0,0
45423,0.0,0.95684815,0.017639952519156007,7.0,0
45635,2.0,0.95664675,0.012717523295715131,7.0,0
45868,2.0,0.9564254,0.01932898083220513,7.0,0
46169,4.0,0.95613945,0.014862994076984729,7.0,0
46354,1.0,0.9559637,0.01387384639462613,7.0,0
46538,1.0,0.9557889,0.02568094541208626,7.0,0
46725,1.0,0.95561125,0.02083222944031846,7.0,0
46953,2.0,0.95539465,0.029126019079468966,7.0,0
47170,2.0,0.9551885,0.02710831072221885,7.0,0
47330,1.0,0.9550365,0.04069319546542829,7.0,0
47539,2.0,0.95483795,0.02972470883245338,7.0,0
47702,1.0,0.9546831,0.026704802495859017,7.0,0
47933,2.0,0.95446365,0.023483748873771,7.0,0
48073,0.0,0.95433065,0.01915499802188216,7.0,0
48226,1.0,0.9541853,0.029493124785068704,7.0,0
48355,0.0,0.95406275,0.016190669472052832,7.0,0
48576,2.0,0.9538528000000001,0.02596985799093752,7.0,0
48700,0.0,0.953735,0.01251170986753066,7.0,0
48839,0.0,0.9536029500000001,0.03261355849140923,7.0,0
49158,4.0,0.9532999,0.023114755401184083,7.0,0
49363,2.0,0.95310515,0.01883374031561235,7.0,0
49495,0.0,0.95297975,0.023602788476251368,7.0,0
49673,1.0,0.95281065,0.01213171828154979,7.0,0
49930,3.0,0.9525665,0.02747658454302382,7.0,0
50114,1.0,0.9523917,0.04464431472645273,7.0,0
50522,6.0,0.9520041,0.03026172819270013,7.0,0
50663,0.0,0.95187015,0.0180138949466969,7.0,0
50860,1.0,0.9516830000000001,0.017857218473200563,7.0,0
51002,0.0,0.9515481,0.04364083840199681,7.0,0
51129,0.0,0.95142745,0.01608274311297464,7.0,0
51284,1.0,0.9512802,0.0375845441587061,7.0,0
51423,0.0,0.95114815,0.024735839041490442,7.0,0
51696,3.0,0.9508888,0.02529751660361345,7.0,0
51935,2.0,0.95066175,0.026785568731914584,7.0,0
52214,3.0,0.9503967,0.019714039229178786,7.0,0
52537,4.0,0.95008985,0.021257244770373447,7.0,0
52665,0.0,0.94996825,0.02618102036876735,7.0,0
52878,2.0,0.9497659,0.01707810053521139,7.0,0
53024,0.0,0.9496272,0.010244108771884284,7.0,0
53158,0.0,0.9494999,0.019569892910059186,7.0,0
53332,1.0,0.9493346,0.026136397646210795,7.0,0
53475,0.0,0.94919875,0.017501675371426648,7.0,0
53640,1.0,0.949042,0.02065152127255626,7.0,0
53765,0.0,0.94892325,0.03227453306158168,7.0,0
53894,0.0,0.9488007,0.021985895728903415,7.0,0
54119,2.0,0.94858695,0.01948678613059331,7.0,0
54293,1.0,0.94842165,0.024184678657382556,7.0,0
54525,2.0,0.94820125,0.01364835602795085,7.0,0
54699,1.0,0.94803595,0.005673562573657512,7.0,0
54840,0.0,0.947902,0.02286563932887345,7.0,0
54999,0.0,0.94775095,0.02685663754127745,7.0,0
55136,0.0,0.9476208,0.025473253277596086,7.0,0
55267,0.0,0.94749635,0.033557855738432736,7.0,0
55477,2.0,0.94729685,0.026241124977460922,7.0,0
55639,1.0,0.94714295,0.015181114034021448,7.0,0
55762,0.0,0.9470261,0.010329612042574633,7.0,0
55892,0.0,0.9469026,0.026643393878657662,7.0,0
56089,1.0,0.94671545,0.025609652316197752,7.0,0
56218,0.0,0.9465929,0.030494774590806628,7.0,0
56352,0.0,0.9464656,0.023365408515294832,7.0,0
56562,2.0,0.9462661,0.022218128605740243,7.0,0
56820,3.0,0.946021,0.01413020891703809,7.0,0
57014,1.0,0.9458367,0.02668609571398464,7.0,0
57174,1.0,0.9456847,0.032456431034734126,7.0,0
57308,0.0,0.9455574,0.028166061118871297,7.0,0
57465,1.0,0.9454082500000001,0.00918778949908301,7.0,0
57674,2.0,0.9452097,0.023827510619762158,7.0,0
57929,3.0,0.94496745,0.030803367512476143,7.0,0
58086,1.0,0.9448183,0.030121234945769314,7.0,0
58301,2.0,0.94461405,0.017242913032936888,7.0,0
58433,0.0,0.94448865,0.027994370686153132,7.0,0
58584,0.0,0.9443452,0.020729836445802043,7.0,0
58734,0.0,0.9442027,0.01830883345323137,7.0,0
59040,4.0,0.943912,0.039389016236351666,7.0,0
59210,1.0,0.9437505,0.027599441468293323,7.0,0
59410,1.0,0.9435605,0.029927642672555523,7.0,0
59540,0.0,0.943437,0.007645857483680629,7.0,0
59676,0.0,0.9433078,0.011276872796823975,7.0,0
59812,0.0,0.9431786,0.005965656354526479,7.0,0
60072,3.0,0.9429316,0.012358496496968796,7.0,0
60207,0.0,0.94280335,0.008608585637562904,7.0,0
60412,2.0,0.9426086,0.01112343342010361,7.0,0
60541,0.0,0.94248605,0.008969390885437006,7.0,0
60773,3.0,0.94226565,0.007061468738513589,7.0,0
60908,0.0,0.9421374,0.00948718584120136,7.0,0
61041,0.0,0.94201105,0.014338821848361797,7.0,0
61199,1.0,0.94186095,0.014268561090433743,7.0,0
61526,4.0,0.9415503000000001,0.012709788515144836,7.0,0
61656,0.0,0.9414268,0.013202879886648589,7.0,0
61783,0.0,0.94130615,0.011712444223235252,7.0,0
62088,5.0,0.9410164,0.013718960984988371,7.0,0
62229,0.0,0.94088245,0.018937667789234384,7.0,0
62370,0.0,0.9407485,0.014211216107027472,7.0,0
62544,1.0,0.9405832000000001,0.01379986074658349,7.0,0
62674,0.0,0.9404597,0.01980156274779195,7.0,0
62807,0.0,0.94033335,0.021676225513643163,7.0,0
63029,2.0,0.94012245,0.013213428621773866,7.0,0
63339,4.0,0.93982795,0.022943208379351213,7.0,0
63504,1.0,0.9396712,0.01847401482279188,7.0,0
63715,2.0,0.93947075,0.016215239517719655,7.0,0
63923,2.0,0.93927315,0.016070828771472197,7.0,0
64088,1.0,0.9391164,0.013778897789030096,7.0,0
64285,1.0,0.93892925,0.017098284239327768,7.0,0
64488,2.0,0.9387364,0.008927283130033175,7.0,0
64678,1.0,0.9385559,0.019676744236069982,7.0,0
64850,1.0,0.9383925,0.012887249572042153,7.0,0
64988,0.0,0.9382614,0.029553688991119785,7.0,0
65117,0.0,0.93813885,0.017970538915754085,7.0,0
65291,1.0,0.93797355,0.03172745703662702,7.0,0
65444,0.0,0.9378282,0.021333828136209234,7.0,0
65611,1.0,0.93766955,0.027928871313893718,7.0,0
65970,5.0,0.9373285,0.018389001641884936,7.0,0
66161,1.0,0.93714705,0.015501110098815237,7.0,0
66494,5.0,0.9368307,0.017577074134756714,7.0,0
66635,0.0,0.93669675,0.021619241916882206,7.0,0
66811,1.0,0.93652955,0.023982395111405905,7.0,0
67076,3.0,0.9362778,0.020715213585693466,7.0,0
67209,0.0,0.93615145,0.015029080491491613,7.0,0
67562,4.0,0.9358161,0.011939515379233191,7.0,0
67741,1.0,0.93564605,0.01260674078730517,7.0,0
67959,2.0,0.93543895,0.009987387658906367,7.0,0
68089,0.0,0.93531545,0.012486374614430437,7.0,0
68273,1.0,0.93514065,0.013050034229388035,7.0,0
68407,0.0,0.93501335,0.04213546930766439,7.0,0
68541,0.0,0.93488605,0.03245691036050523,7.0,0
68749,2.0,0.93468845,0.02046680947072533,7.0,0
69031,4.0,0.93442055,0.020285127999419013,7.0,0
69165,0.0,0.93429325,0.020476638964550254,7.0,0
69298,0.0,0.9341669,0.015295136132794361,7.0,0
69471,1.0,0.93400255,0.027982953118585417,7.0,0
69637,1.0,0.9338448500000001,0.022170341592711685,7.0,0
69814,1.0,0.9336767,0.020413925537055053,7.0,0
69991,1.0,0.93350855,0.012681019174620318,7.0,0
70257,3.0,0.93325585,0.01721577241616289,7.0,0
70393,0.0,0.93312665,0.03753112664793769,7.0,0
70604,2.0,0.9329262,0.03930988573959509,7.0,0
70737,0.0,0.93279985,0.07397207981557585,7.0,0
70995,3.0,0.93255475,0.027757240473818,7.0,0
71203,2.0,0.93235715,0.013448774131050483,7.0,0
71339,0.0,0.93222795,0.016192376312841695,7.0,0
71512,1.0,0.9320636,0.019119584943498837,7.0,0
71830,4.0,0.9317615,0.009830232609647282,7.0,0
71975,0.0,0.93162375,0.016329083482358127,7.0,0
72189,2.0,0.9314204500000001,0.01952838568622947,7.0,0
72348,1.0,0.9312694,0.01640475301601094,7.0,0
72490,0.0,0.9311345,0.005535657136483173,7.0,0
72824,5.0,0.9308172,0.01035444274408752,7.0,0
73133,4.0,0.93052365,0.009275478495720354,7.0,0
73264,0.0,0.9303992,0.01626716021064567,7.0,0
73433,1.0,0.93023865,0.012260779794941785,7.0,0
73592,1.0,0.9300876,0.027736832949300058,7.0,0
73794,2.0,0.9298957,0.020578397792811374,7.0,0
74032,3.0,0.9296696,0.014927311602489573,7.0,0
74212,1.0,0.9294986000000001,0.015438040330870232,7.0,0
74347,0.0,0.92937035,0.01725105873971616,7.0,0
74529,1.0,0.92919745,0.029104007620607383,7.0,0
74731,2.0,0.9290055500000001,0.028540432273293847,7.0,0
74897,1.0,0.92884785,0.023669943496272373,7.0,0
75087,2.0,0.92866735,0.01060424437998742,7.0,0
75306,2.0,0.9284593,0.016841361901341854,7.0,0
75490,2.0,0.9282845,0.018304816632893482,7.0,0
75620,0.0,0.928161,0.01870990286124652,7.0,0
75753,0.0,0.92803465,0.012583805250388276,7.0,0
76027,3.0,0.92777435,0.03219055369856291,7.0,0
76281,3.0,0.92753305,0.03646820299434239,7.0,0
76412,0.0,0.9274086,0.015359498474253996,7.0,0
76593,1.0,0.92723665,0.027104728348722743,7.0,0
76786,1.0,0.9270533,0.028656627700305155,7.0,0
77008,2.0,0.9268424,0.018335526684082157,7.0,0
77201,1.0,0.92665905,0.012725113079870091,7.0,0
77353,1.0,0.92651465,0.011802533983236094,7.0,0
77519,1.0,0.92635695,0.015680566193445773,7.0,0
77669,0.0,0.92621445,0.013367088047169474,7.0,0
77795,0.0,0.92609475,0.013574475679507163,7.0,0
77956,1.0,0.9259418,0.008608043218100648,7.0,0
78266,4.0,0.9256473000000001,0.015147086382290955,7.0,0
78536,3.0,0.9253908,0.015598970593722996,7.0,0
78664,0.0,0.9252692,0.005695694901362458,7.0,0
78881,2.0,0.92506305,0.011387058683282124,7.0,0
79112,2.0,0.9248436,0.012172842056252034,7.0,0
79237,0.0,0.92472485,0.014686700051811385,7.0,0
79385,0.0,0.92458425,0.012713122596618926,7.0,0
79557,1.0,0.92442085,0.007537125318607608,7.0,0
79836,4.0,0.9241558,0.01451922721624188,7.0,0
80055,2.0,0.92394775,0.014741896890733517,7.0,0
80257,2.0,0.92375585,0.012645363925092206,7.0,0
80468,2.0,0.9235554,0.015758383270272482,7.0,0
80604,0.0,0.9234262,0.011593538325006888,7.0,0
80783,1.0,0.92325615,0.009512469648891258,7.0,0
81019,3.0,0.92303195,0.01237308620576356,7.0,0
81157,0.0,0.92290085,0.00804584146597855,7.0,0
81332,1.0,0.9227346,0.017785619572075733,7.0,0
81651,4.0,0.92243155,0.013490211763019034,7.0,0
81828,1.0,0.9222634000000001,0.008945288559764529,7.0,0
82059,3.0,0.92204395,0.00944869673853175,7.0,0
82250,1.0,0.9218625,0.005134577910970013,7.0,0
82465,2.0,0.92165825,0.011702247122802536,7.0,0
82596,0.0,0.9215338,0.009980293199191692,7.0,0
82740,0.0,0.921397,0.00939051106090321,7.0,0
82928,1.0,0.9212184,0.021462609947001453,7.0,0
83221,4.0,0.92094005,0.01707111624204412,7.0,0
83413,1.0,0.92075765,0.04115825025504213,7.0,0
83622,2.0,0.9205591,0.02942383923492833,7.0,0
83861,2.0,0.9203320500000001,0.01211254306981573,7.0,0
84014,0.0,0.9201867,0.021757531453132334,7.0,0
84196,1.0,0.9200138,0.024399811074868518,7.0,0
84402,2.0,0.9198181,0.016589081106758385,7.0,0
84568,1.0,0.9196604,0.017002403695298155,7.0,0
84769,2.0,0.91946945,0.025380849925853658,7.0,0
84909,0.0,0.91933645,0.024224476568010037,7.0,0
85142,2.0,0.9191151,0.020199134832841206,7.0,0
85281,0.0,0.91898305,0.012798806880060251,7.0,0
85447,1.0,0.91882535,0.03499567115245665,7.0,0
85582,0.0,0.9186971,0.0279314680626746,7.0,0
85759,1.0,0.91852895,0.019164559475195183,7.0,0
86030,3.0,0.9182715,0.02363516378965655,7.0,0
86172,0.0,0.9181366,0.009197757539888178,7.0,0
86307,0.0,0.91800835,0.015740917637659176,7.0,0
86436,0.0,0.9178858,0.009683677965085735,7.0,0
86678,2.0,0.9176559,0.008244991982851911,7.0,0
86880,1.0,0.9174640000000001,0.008192582470583147,7.0,0
87020,0.0,0.917331,0.011720160753611708,7.0,0
87291,3.0,0.91707355,0.00683413950020943,7.0,0
87431,0.0,0.91694055,0.011919218972720306,7.0,0
87670,3.0,0.9167135,0.011077382739495078,7.0,0
87931,3.0,0.91646555,0.019533858189298862,7.0,0
88081,0.0,0.91632305,0.012117288851042855,7.0,0
88396,4.0,0.9160238,0.012378327020204055,7.0,0
88523,0.0,0.91590315,0.016735724180307443,7.0,0
88730,2.0,0.9157065,0.016127874173854743,7.0,0
88874,0.0,0.9155697,0.015398971572621021,7.0,0
89009,0.0,0.91544145,0.02384604477811081,7.0,0
89286,3.0,0.9151783,0.0186435383821199,7.0,0
89545,3.0,0.91493225,0.015116640274041297,7.0,0
89693,0.0,0.91479165,0.016189766509735304,7.0,0
89830,0.0,0.9146615,0.021710439554654466,7.0,0
89975,0.0,0.91452375,0.015093400826016377,7.0,0
90262,3.0,0.9142511,0.014918397469854325,7.0,0
90486,2.0,0.9140383,0.010033371651128878,7.0,0
90739,4.0,0.91379795,0.011665192700121903,7.0,0
90988,3.0,0.9135614,0.016657674549517856,7.0,0
91113,0.0,0.91344265,0.0158497741406336,7.0,0
91387,3.0,0.91318235,0.014188024132101204,7.0,0
91677,4.0,0.91290685,0.024939703700560853,7.0,0
91865,1.0,0.91272825,0.021289950026759007,7.0,0
92075,2.0,0.91252875,0.0170333701346233,7.0,0
92237,1.0,0.91237485,0.025530118771002447,7.0,0
92475,3.0,0.9121487500000001,0.024884974911278192,7.0,0
92641,1.0,0.91199105,0.02774648662584479,7.0,0
92844,2.0,0.9117982,0.015106332353316248,7.0,0
93017,1.0,0.91163385,0.013058659080343205,7.0,0
93171,1.0,0.91148755,0.004824723517566254,7.0,0
93379,2.0,0.91128995,0.017301393503098204,7.0,0
93564,1.0,0.9111142,0.01868155374414409,7.0,0
93727,1.0,0.9109593500000001,0.017542414479177707,7.0,0
93856,0.0,0.9108368,0.016826379828671634,7.0,0
94026,1.0,0.9106753,0.015116426461328195,7.0,0
94202,1.0,0.9105081,0.011686493194826075,7.0,0
94413,2.0,0.91030765,0.015291867121633468,7.0,0
94557,0.0,0.91017085,0.015389337671068561,7.0,0
94778,2.0,0.9099609,0.011130561895201523,7.0,0
94939,1.0,0.90980795,0.018638777147862128,7.0,0
95075,0.0,0.90967875,0.011726381292539693,7.0,0
95287,2.0,0.90947735,0.014760752769603333,7.0,0
95424,0.0,0.9093472,0.009034864847682697,7.0,0
95621,1.0,0.90916005,0.015878030048916116,7.0,0
95787,1.0,0.90900235,0.010285833326279095,7.0,0
96012,2.0,0.9087886000000001,0.01914256931221254,7.0,0
96223,2.0,0.90858815,0.013739205809199703,7.0,0
96390,1.0,0.9084295,0.011157101313507329,7.0,0
96579,1.0,0.90824995,0.017105177268952484,7.0,0
96879,4.0,0.90796495,0.01542727212101454,7.0,0
97219,5.0,0.90764195,0.012901614638095077,7.0,0
97346,0.0,0.9075213,0.01261405024160922,7.0,0
97584,2.0,0.9072952,0.009637999487695505,7.0,0
97720,0.0,0.907166,0.007753400724622599,7.0,0
97928,2.0,0.9069684,0.014296182019069629,7.0,0
98140,2.0,0.906767,0.017700200001236913,7.0,0
98321,1.0,0.90659505,0.011391995523413441,7.0,0
98586,3.0,0.9063433,0.01604281632524252,7.0,0
98741,1.0,0.90619605,0.01638307436522341,7.0,0
98915,1.0,0.90603075,0.018556194655312264,7.0,0
99144,2.0,0.9058132,0.012115540556311444,7.0,0
99468,4.0,0.9055054,0.020474502870961767,7.0,0
99608,0.0,0.9053724,0.016973382861345143,7.0,0
99737,0.0,0.90524985,0.022331003142894726,7.0,0
99921,1.0,0.90507505,0.010737065426956573,7.0,0
100138,2.0,0.9048689,0.012838977989034632,7.0,0
100410,3.0,0.9046105,0.018360908486021586,7.0,0
100550,0.0,0.9044775,0.012738235520061737,7.0,0
100681,0.0,0.90435305,0.01237235801333251,7.0,0
100839,0.0,0.90420295,0.011226585392880505,7.0,0
101023,1.0,0.90402815,0.014680624973508478,7.0,0
101185,1.0,0.90387425,0.02025523496363681,7.0,0
101391,2.0,0.90367855,0.021092000170742097,7.0,0
101642,3.0,0.9034401,0.013598298531539354,7.0,0
101982,5.0,0.9031171,0.005946888370453962,7.0,0
